,name,city,content,score,date
455,好姑娘老妖,北京,很棒！还是有很多人是真的热爱电影的！,力荐,2018-07-04
456,小猪配不齐,关注此人,笑着，笑着，我们就哭了。,力荐,2018-07-04
457,夜第七章,江苏南京,在西湖文化广场看完电影后，发现又把雨伞丢了。看的时候想起了《达拉斯买家俱乐部》，没有太被抗争所感动，反倒最触及我的是生死。想起小时候记住的苏轼的诗：“惟愿孩儿愚且鲁，无灾无难到公卿。”生死面前从来都不曾有无神论者的。生命太脆弱，愿每个人都平安喜乐，在尘埃里开出花：）,推荐,2018-07-03
458,夹心,"Odense, Denmark",后半程泪如雨下。一方面是电影感人，另一方面是我自己也是一个需要药物维持身体的人。太明白缺药时候的内心折磨了,力荐,2018-07-06
459,Morning,北京,这部电影有真正的困境，所以才能带来真正的思考，是一部熔炉之作。在文本上解构了英雄，将故事讲得鞭辟入里，而社会类话题的影片背后更是没有精致的利己主义，可以感受到文牧野导演的慈悲心。它是珍贵的电影。,推荐,2018-06-19
460,阿丽丝,上海,用徐峥惊人溢出式的演技港一句“天啊怎么会有这么媚俗的套路”，整个片子分裂得很怪异，前半段依然刹不住车的“囧式”路数，后半段混杂了努力想要达成的现实主义和煽情套路，总之令人非常难过，反感的那种。黄毛火锅那段戏倒是有些意外动人。说国版达拉斯那个自己真的不尴尬么？就，祝票房大卖吧。,较差,2018-07-01
461,Mr. Infamous,北京,中国人真是难。求生难，求死难，就连公然酣畅地鞭笞社会丑态，也是难的。绝症可怕，利益夹缝中被膨胀的残忍更可怕，于是程勇们的绝路再戏剧，也充满救赎的神性光芒。这电影好就好在，知道你的笑点与泪点，当话题沉重起来，甚至神圣起来，是连聒噪的观众也能控住的。每个人都很出彩。还可好很多。四星半,力荐,2018-06-30
462,H2O.,重庆,哭了大半场。。。,力荐,2018-07-01
463,霡霂,关注此人,电影很好看，节奏也很好，演员也很好，但是看完电影发现遭了一张罚单，嗯，一星,很差,2018-06-30
464,迷特波鲁,上海,想多加很多星。拍的好、演的好、立意好、结局也很好。大笑与大哭，法和情都对的时候，该怎么选啊！哭唧唧，要是在家里看，肯定泪奔到核桃眼了…推荐推荐！！,力荐,2018-07-03
465,好姑娘老妖,北京,很棒！还是有很多人是真的热爱电影的！,力荐,2018-07-04
466,小猪配不齐,关注此人,笑着，笑着，我们就哭了。,力荐,2018-07-04
467,夜第七章,江苏南京,在西湖文化广场看完电影后，发现又把雨伞丢了。看的时候想起了《达拉斯买家俱乐部》，没有太被抗争所感动，反倒最触及我的是生死。想起小时候记住的苏轼的诗：“惟愿孩儿愚且鲁，无灾无难到公卿。”生死面前从来都不曾有无神论者的。生命太脆弱，愿每个人都平安喜乐，在尘埃里开出花：）,推荐,2018-07-03
468,夹心,"Odense, Denmark",后半程泪如雨下。一方面是电影感人，另一方面是我自己也是一个需要药物维持身体的人。太明白缺药时候的内心折磨了,力荐,2018-07-06
469,Morning,北京,这部电影有真正的困境，所以才能带来真正的思考，是一部熔炉之作。在文本上解构了英雄，将故事讲得鞭辟入里，而社会类话题的影片背后更是没有精致的利己主义，可以感受到文牧野导演的慈悲心。它是珍贵的电影。,推荐,2018-06-19
470,祁十一,云南大理,朋友圈里一片好评，也确实是近年国产佳作，这样的现实题材拍成电影、故事性还如此强、如此动人就很难得。但又总觉得缺了点什么，从艺术角度来说是少了回味感。所有打动我的电影，都是回味无穷的，但它缺少。原因？当然因为审查，真正的现实顽疾、根子，根本无法表现。所以只能避重就轻。,推荐,2018-07-03
471,占黑小伙,江苏苏州,仿佛是能处理社会题材的韩国商业片了  真的不容易 不要苛求了   舞女谭卓对着男服务生含泪大喊“脱”的那一幕印象太深刻,推荐,2018-07-06
472,·金鱼酱·,湖北武汉,余生漫长除了生死再无大事，我会一直陪着你走到最后的。老公别怕！,力荐,2018-07-08
473,Sophie  Z,"Ottawa, Canada",在印度，烟雾中遇到神像那段非常地神来之笔了。然后就是一边感觉结尾的升华煽情有点太过，一边看到路边人群中吕受益和黄毛摘下口罩的脸就想哭。,推荐,2018-07-09
474,大海里的针,北京,徐峥宁浩又一次高水准发挥：幽默、现实、残酷、感动，比纯喜剧更具现实意义。最喜欢假药贩子的那句台词：这世上只有一种病——穷病。,推荐,2018-06-18
475,天马星,"Hamburg, Germany",剧本扎实，表演动人，这是中国目前为止最好的剧情商业片，扎根于社会现实的电影是我们最需要的电影。法与情，罪与理，辨不清也道不明，当贫穷是病，当行善是罪，哪里还有什么药神。十里长街送行的结尾是我自「天佑鲍比」之后哭的最狠的一次。,力荐,2018-06-30
476,希夷子,江苏南京,就很工整的商业片，从艺术风格和审美上没什么太突出的地方，主题和社会意识的共振强。比较好的几个镜头是在印度街头烟雾里看到神像，蛮高级的表达人物转变的方式。另，比较奇怪的是作为设定在上海的故事，除了王传君以外，其他大部分角色都太北方了。,推荐,2018-07-06
477,xxxx,贵州贵阳,挺有现实意义的片子，后半段批判感动，尤其那个老奶奶告诉警官别抓勇哥时直接哭出来，看得人心酸。希望我们国家能够多有些这种带有现实批判又能有心启人深思直抵人心的好片子,力荐,2018-06-30
478,魏小河,广东深圳,值得高分,推荐,2018-07-05
479,掉线,北京,大大超出预期，故事的确像《达拉斯买家俱乐部》，但整体气质更像《辩护人》之类的韩国电影，更类型化，简化了一些构建，提高了娱乐性和可看戏，预感上映后口碑爆炸,推荐,2018-06-19
480,祁十一,云南大理,朋友圈里一片好评，也确实是近年国产佳作，这样的现实题材拍成电影、故事性还如此强、如此动人就很难得。但又总觉得缺了点什么，从艺术角度来说是少了回味感。所有打动我的电影，都是回味无穷的，但它缺少。原因？当然因为审查，真正的现实顽疾、根子，根本无法表现。所以只能避重就轻。,推荐,2018-07-03
481,占黑小伙,江苏苏州,仿佛是能处理社会题材的韩国商业片了  真的不容易 不要苛求了   舞女谭卓对着男服务生含泪大喊“脱”的那一幕印象太深刻,推荐,2018-07-06
482,·金鱼酱·,湖北武汉,余生漫长除了生死再无大事，我会一直陪着你走到最后的。老公别怕！,力荐,2018-07-08
483,Sophie  Z,"Ottawa, Canada",在印度，烟雾中遇到神像那段非常地神来之笔了。然后就是一边感觉结尾的升华煽情有点太过，一边看到路边人群中吕受益和黄毛摘下口罩的脸就想哭。,推荐,2018-07-09
484,大海里的针,北京,徐峥宁浩又一次高水准发挥：幽默、现实、残酷、感动，比纯喜剧更具现实意义。最喜欢假药贩子的那句台词：这世上只有一种病——穷病。,推荐,2018-06-18
485,天马星,"Hamburg, Germany",剧本扎实，表演动人，这是中国目前为止最好的剧情商业片，扎根于社会现实的电影是我们最需要的电影。法与情，罪与理，辨不清也道不明，当贫穷是病，当行善是罪，哪里还有什么药神。十里长街送行的结尾是我自「天佑鲍比」之后哭的最狠的一次。,力荐,2018-06-30
486,希夷子,江苏南京,就很工整的商业片，从艺术风格和审美上没什么太突出的地方，主题和社会意识的共振强。比较好的几个镜头是在印度街头烟雾里看到神像，蛮高级的表达人物转变的方式。另，比较奇怪的是作为设定在上海的故事，除了王传君以外，其他大部分角色都太北方了。,推荐,2018-07-06
487,xxxx,贵州贵阳,挺有现实意义的片子，后半段批判感动，尤其那个老奶奶告诉警官别抓勇哥时直接哭出来，看得人心酸。希望我们国家能够多有些这种带有现实批判又能有心启人深思直抵人心的好片子,力荐,2018-06-30
488,魏小河,广东深圳,值得高分,推荐,2018-07-05
489,掉线,北京,大大超出预期，故事的确像《达拉斯买家俱乐部》，但整体气质更像《辩护人》之类的韩国电影，更类型化，简化了一些构建，提高了娱乐性和可看戏，预感上映后口碑爆炸,推荐,2018-06-19
490,Clyde,广东深圳,1、是一部算计精准的社会问题类型商业片，可参照辩护人出租车司机等韩片。2、大多中国编导不知剧作算计，算计精准绝对是褒义词。3、从药贩到药侠，程勇没有原罪，影片成为爆款，宁浩徐峥文牧野也没有原罪。4、结局和谐会削弱批判性？事实如此，和谐并无不妥，不像夺命金爆裂无声的字幕，纯为过审。,推荐,2018-07-07
491,西帕克,上海,对韩国电影和《达拉斯买家俱乐部》现学现卖，非常模版化，也非常有效。戳中了观众的某些痛点，但改编的程度过大，反而隐藏了真正的现实。如同《辛德勒的名单》里撒出的是水而不是毒气，这类题材在造神的同时，也背负了粉饰历史的原罪。,还行,2018-07-01
492,哟大豪爷,北京,徐峥说上海话好可爱哈哈,推荐,2018-07-08
493,書衣偵探華斯比,江苏扬州,看的点映。题材比较敏感，能过审挺不错的。希望中国将来多一些这样接地气的作品。前半部带点喜剧色彩（应该是强颜欢笑吧），后半部直指人心，老太太对警察的生死拷问，催人泪下。几个主演的演技都很棒，尤其徐峥，感觉已经要排进我最喜欢的中国男演员前三了。谭卓样子太像郝蕾了。,力荐,2018-07-01
494,山水烟花,北京,徐峥宁浩在我这儿快成了王牌口碑保证了，文牧野真的有大导演的气质。取材敏感又大胆，煽情克制又深入。演员们都很卖力，平凡小人物的勇敢在时代漩涡中生发出来，成就了「中国药神」，徐峥这一次演技太棒了！特别特别真实的好看。,力荐,2018-06-30
495,漫步风中,关注此人,良心之作  希望这部电影能够像熔炉一样引起国家的重视 让现行的医保政策能够更加普及大众,力荐,2018-07-04
496,Paco,广东潮州,哭且服了。都在纠结批判得对不对，“现实”掺了多少假，偏偏忘了首先作为电影，它拍得好。伪现实和小批判有主客观因素引致，但是毛病就是毛病，不管从哪来，都在扣掉的一星里了。可没关系，它根本的价值既不在于现实意义，也不需要籍此加冕，而是关于如何去定义一个好人，和善良的意义——这是最大的意义。,推荐,2018-07-11
497,苍庐,北京,渲染药品的研发者和仿制者之间的矛盾，回避了如果不保护知识产权，谁来开发新药的问题，也回避了政府应该为药品知识产权的费用买单，但提供公共服务不到位的问题。当然，不回避的话，这片就上映不了。,推荐,2018-07-05
498,杨清宇,四川成都,王传君有望拿金马男配，其他演员也都有上佳发挥，但有必要冷静一段时间再进行评价。社会意义不用强调，很难得，能唤起越多人对贫穷和资本逻辑的反思就越有意义。离佳作尚有距离，手持摄影与土味调色对撞，各种为当局圆场的操作看得人分外尴尬，即便理解主创苦衷，也很难无视这种做法对剧作完整的破坏。,还行,2018-07-01
499,darkcat,关注此人,绝对是今年国产电影的最佳，应该没有之一了！,推荐,2018-06-30
500,Clyde,广东深圳,1、是一部算计精准的社会问题类型商业片，可参照辩护人出租车司机等韩片。2、大多中国编导不知剧作算计，算计精准绝对是褒义词。3、从药贩到药侠，程勇没有原罪，影片成为爆款，宁浩徐峥文牧野也没有原罪。4、结局和谐会削弱批判性？事实如此，和谐并无不妥，不像夺命金爆裂无声的字幕，纯为过审。,推荐,2018-07-07
501,西帕克,上海,对韩国电影和《达拉斯买家俱乐部》现学现卖，非常模版化，也非常有效。戳中了观众的某些痛点，但改编的程度过大，反而隐藏了真正的现实。如同《辛德勒的名单》里撒出的是水而不是毒气，这类题材在造神的同时，也背负了粉饰历史的原罪。,还行,2018-07-01
502,哟大豪爷,北京,徐峥说上海话好可爱哈哈,推荐,2018-07-08
503,書衣偵探華斯比,江苏扬州,看的点映。题材比较敏感，能过审挺不错的。希望中国将来多一些这样接地气的作品。前半部带点喜剧色彩（应该是强颜欢笑吧），后半部直指人心，老太太对警察的生死拷问，催人泪下。几个主演的演技都很棒，尤其徐峥，感觉已经要排进我最喜欢的中国男演员前三了。谭卓样子太像郝蕾了。,力荐,2018-07-01
504,山水烟花,北京,徐峥宁浩在我这儿快成了王牌口碑保证了，文牧野真的有大导演的气质。取材敏感又大胆，煽情克制又深入。演员们都很卖力，平凡小人物的勇敢在时代漩涡中生发出来，成就了「中国药神」，徐峥这一次演技太棒了！特别特别真实的好看。,力荐,2018-06-30
505,漫步风中,关注此人,良心之作  希望这部电影能够像熔炉一样引起国家的重视 让现行的医保政策能够更加普及大众,力荐,2018-07-04
506,Paco,广东潮州,哭且服了。都在纠结批判得对不对，“现实”掺了多少假，偏偏忘了首先作为电影，它拍得好。伪现实和小批判有主客观因素引致，但是毛病就是毛病，不管从哪来，都在扣掉的一星里了。可没关系，它根本的价值既不在于现实意义，也不需要籍此加冕，而是关于如何去定义一个好人，和善良的意义——这是最大的意义。,推荐,2018-07-11
507,苍庐,北京,渲染药品的研发者和仿制者之间的矛盾，回避了如果不保护知识产权，谁来开发新药的问题，也回避了政府应该为药品知识产权的费用买单，但提供公共服务不到位的问题。当然，不回避的话，这片就上映不了。,推荐,2018-07-05
508,杨清宇,四川成都,王传君有望拿金马男配，其他演员也都有上佳发挥，但有必要冷静一段时间再进行评价。社会意义不用强调，很难得，能唤起越多人对贫穷和资本逻辑的反思就越有意义。离佳作尚有距离，手持摄影与土味调色对撞，各种为当局圆场的操作看得人分外尴尬，即便理解主创苦衷，也很难无视这种做法对剧作完整的破坏。,还行,2018-07-01
509,darkcat,关注此人,绝对是今年国产电影的最佳，应该没有之一了！,推荐,2018-06-30
510,呆萌兔,四川成都,电影比较写实，揭露了社会的阴暗面，引人深思。,力荐,2018-07-02
511,美卡 mecca,上海,7/5@明珠光大 两星半。话题性优势，但糟烂喜剧套路与演绎方式几乎毁了现实主义向打开的任何可能。现场所有笑点都几乎哑掉，至于最后煽情环节也毫无感觉。总之一句话，还是国产片不自信+傲慢症状表现，虚肿但爆款。ps 俩男主油得能去炸鸡柳 pps 题材再好和呈现面貌应是乘法而非加法关系,较差,2018-07-05
512,冰,辽宁本溪,真的现在能看到这么有良心的电影不容易，山争哥真的厉害了,力荐,2018-07-05
513,与你走天涯,湖南长沙,直击内心，直面现实！简单的故事却隐藏着长远的意义！这部电影能上映，就已经很了不起了，能做得这么好，更加难能可贵！以人为本，生命至上，不再是一句空话！相信中国一定会更好！,力荐,2018-07-04
514,糖罐子,上海,人生三sigh：家庭主妇举酒杯，白发老人叫领导，油腻中年抹眼泪，严肃评论已经很多了，我就接茬严肃的说一句吧：电影放映期间打电话的人请自重。,推荐,2018-07-07
515,小小吃货,关注此人,真的挺不错的，看的心里很难受，哎😞，很现实的电影，推荐大家都去看一看吧。,力荐,2018-07-04
516,啊啊啊,北京,槽你码！打三星以下的都装你码什么比呢？,力荐,2018-07-04
517,三七莲华,上海,虽然仍有稚嫩之处但煽情也太到位了，出来眼睛是红的，主要演员都演得很好，最好是好在难得没有分正邪好坏，故事讲顺了，作为导演处女作真的厉害。,力荐,2018-07-06
518,天亮天黑,北京,第一次，有一部国产电影，在并非首映的情况下，结束了放映之后，收获了全场观众的掌声。 在鼓掌的时候，我只想歌颂中国电影—— 歌颂中国的电影人敢拍这部电影，更要歌颂这部电影能够在中国的影院上映。 不谦虚的说，这部电影，几乎可以称得上是国产电影的一座里程碑。,力荐,2018-07-04
519,恶鸟,浙江杭州,各方面都成熟，也没无限制煽情，炉火纯青,力荐,2018-07-04
520,呆萌兔,四川成都,电影比较写实，揭露了社会的阴暗面，引人深思。,力荐,2018-07-02
521,美卡 mecca,上海,7/5@明珠光大 两星半。话题性优势，但糟烂喜剧套路与演绎方式几乎毁了现实主义向打开的任何可能。现场所有笑点都几乎哑掉，至于最后煽情环节也毫无感觉。总之一句话，还是国产片不自信+傲慢症状表现，虚肿但爆款。ps 俩男主油得能去炸鸡柳 pps 题材再好和呈现面貌应是乘法而非加法关系,较差,2018-07-05
522,冰,辽宁本溪,真的现在能看到这么有良心的电影不容易，山争哥真的厉害了,力荐,2018-07-05
523,与你走天涯,湖南长沙,直击内心，直面现实！简单的故事却隐藏着长远的意义！这部电影能上映，就已经很了不起了，能做得这么好，更加难能可贵！以人为本，生命至上，不再是一句空话！相信中国一定会更好！,力荐,2018-07-04
524,糖罐子,上海,人生三sigh：家庭主妇举酒杯，白发老人叫领导，油腻中年抹眼泪，严肃评论已经很多了，我就接茬严肃的说一句吧：电影放映期间打电话的人请自重。,推荐,2018-07-07
525,小小吃货,关注此人,真的挺不错的，看的心里很难受，哎😞，很现实的电影，推荐大家都去看一看吧。,力荐,2018-07-04
526,啊啊啊,北京,槽你码！打三星以下的都装你码什么比呢？,力荐,2018-07-04
527,三七莲华,上海,虽然仍有稚嫩之处但煽情也太到位了，出来眼睛是红的，主要演员都演得很好，最好是好在难得没有分正邪好坏，故事讲顺了，作为导演处女作真的厉害。,力荐,2018-07-06
528,天亮天黑,北京,第一次，有一部国产电影，在并非首映的情况下，结束了放映之后，收获了全场观众的掌声。 在鼓掌的时候，我只想歌颂中国电影—— 歌颂中国的电影人敢拍这部电影，更要歌颂这部电影能够在中国的影院上映。 不谦虚的说，这部电影，几乎可以称得上是国产电影的一座里程碑。,力荐,2018-07-04
529,恶鸟,浙江杭州,各方面都成熟，也没无限制煽情，炉火纯青,力荐,2018-07-04
530,fwb,上海,这些创作者真心令人尊重。在中国现实被各种看得见、看不见的欺骗与自我欺骗扭曲到不成样子的今天，他们大胆地碰触，又保持平衡地让它孵化出见到大众。演员整体很赞，那些不涂脂抹粉的带着普通人汗水的面孔，在足够煽情的背景下没有就势偷懒而是保持着高质量的水准，尤其徐峥、王传君以及黄毛,力荐,2018-07-07
531,老醜殘🐰,重庆,生在此界，能活下去就是最大的勇氣和奇蹟，以一人之力扮演救世主來對抗整個體系的無能和殘忍，最後字幕中挽尊儼然黑色幽默。最讓人動容的不是他如何救贖，而在於他如何猶豫和掙扎，終究人性還是有善。with@bitch_wangfree at北碚萬達,力荐,2018-07-06
532,凹凸,上海,神啊佛啊都拯救不了人间地狱，更何况是人。中国最好的男演员——王砚辉。,推荐,2018-07-03
533,啵酱,关注此人,看的点映。内容不剧透了，今天看到好多人在讨论安利。这是一部关于人性的剧，看完之后好多人都哭了，心情沉重。但是确实是好看的,力荐,2018-06-30
534,冷库男孩,北京,这个世界的病有很多种，药神只讲了一种，希望其他的病，都可以用爱治愈。,力荐,2018-07-05
535,姚姬旦,广东广州,有病没有药是天灾，有药买不起是人祸。他只是想活着，犯了什么罪？！走出电影院的时候，站在十字路口等红灯，凉风吹起发丝，活着真好，好好活着。,力荐,2018-07-05
536,獨孤島主,上海,精彩时代与缄口不言虚实相济共同构成大于叙事本身的丰富张力,推荐,2018-06-20
537,viennavirus,北京,故事太满，煽情的部分也颇为直接，对立也因为莫可名状的原因变成了资本家与侠盗之间的，但依然是个弓马娴熟的好故事，毕竟在中国，魔幻和现实主义总是很难分得开。,推荐,2018-07-07
538,邢早早,北京,前半场很多个镜头让人掉眼泪，光“吃橘子”三个字就够让我泣不成声的了。但是后半场黄毛一死，一切就开始非常刻意，算好了你要哭一样给你下猛药，推针。包括这个中国人心知肚明的结尾。但总体来说这个国度能有这种片儿已经很难得了。庶民们看后，是胜利也是心酸。,还行,2018-07-03
539,黑狗成,上海,黑电影白电影，改进国家当然算好电影。,推荐,2018-06-19
540,fwb,上海,这些创作者真心令人尊重。在中国现实被各种看得见、看不见的欺骗与自我欺骗扭曲到不成样子的今天，他们大胆地碰触，又保持平衡地让它孵化出见到大众。演员整体很赞，那些不涂脂抹粉的带着普通人汗水的面孔，在足够煽情的背景下没有就势偷懒而是保持着高质量的水准，尤其徐峥、王传君以及黄毛,力荐,2018-07-07
541,老醜殘🐰,重庆,生在此界，能活下去就是最大的勇氣和奇蹟，以一人之力扮演救世主來對抗整個體系的無能和殘忍，最後字幕中挽尊儼然黑色幽默。最讓人動容的不是他如何救贖，而在於他如何猶豫和掙扎，終究人性還是有善。with@bitch_wangfree at北碚萬達,力荐,2018-07-06
542,凹凸,上海,神啊佛啊都拯救不了人间地狱，更何况是人。中国最好的男演员——王砚辉。,推荐,2018-07-03
543,啵酱,关注此人,看的点映。内容不剧透了，今天看到好多人在讨论安利。这是一部关于人性的剧，看完之后好多人都哭了，心情沉重。但是确实是好看的,力荐,2018-06-30
544,冷库男孩,北京,这个世界的病有很多种，药神只讲了一种，希望其他的病，都可以用爱治愈。,力荐,2018-07-05
545,姚姬旦,广东广州,有病没有药是天灾，有药买不起是人祸。他只是想活着，犯了什么罪？！走出电影院的时候，站在十字路口等红灯，凉风吹起发丝，活着真好，好好活着。,力荐,2018-07-05
546,獨孤島主,上海,精彩时代与缄口不言虚实相济共同构成大于叙事本身的丰富张力,推荐,2018-06-20
547,viennavirus,北京,故事太满，煽情的部分也颇为直接，对立也因为莫可名状的原因变成了资本家与侠盗之间的，但依然是个弓马娴熟的好故事，毕竟在中国，魔幻和现实主义总是很难分得开。,推荐,2018-07-07
548,邢早早,北京,前半场很多个镜头让人掉眼泪，光“吃橘子”三个字就够让我泣不成声的了。但是后半场黄毛一死，一切就开始非常刻意，算好了你要哭一样给你下猛药，推针。包括这个中国人心知肚明的结尾。但总体来说这个国度能有这种片儿已经很难得了。庶民们看后，是胜利也是心酸。,还行,2018-07-03
549,黑狗成,上海,黑电影白电影，改进国家当然算好电影。,推荐,2018-06-19
550,123木头人,河北邢台,徐峥演员及导演在我心中一直是第一，看完这个电影之后，他在我心中的形象又高大了，他总能做出新的类型，引领一个电影时代的开始，他真的懂得观众们想要看什么，他的每个电影都👆，药神前半段搞笑，后半段飙泪，人最大的病是穷病。,力荐,2018-07-02
551,发福的唐吉珂徳,江苏徐州,我一个美国读书的学生说的好: “感觉被带偏了。瑞士药厂不该背锅。这是拿未来人的命救现在人的命。”,推荐,2018-07-05
552,twotwo,北京,“他才20岁，他有什么罪！”“我只是想活着，我有什么罪！”,力荐,2018-07-08
553,心理咨询师卢悦,北京,所有给差评的人，没有看到这部电影是在什么样的土壤中长出来的，一棵松树在平地上没什么了不起，了不起的是黄山松，在有限的土壤中在岩石中长出来！,力荐,2018-07-05
554,七毛,上海,王传君终于要熬出头了。,力荐,2018-06-30
555,Parsimoniae,天津,逻辑牵强，角色脸谱化。没有提出有意义的问题。恶意高评。,还行,2018-07-06
556,小川叔,北京,正义和法律都会迟来，只有良心能在当下，徐峥贡献了专业又煽情的演技，对比而言，幕后玩家是个什么鬼！大亮点出了王传君之外还有黄毛，我觉得我所有的眼泪都给他！,null,2018-07-05
557,阿南,浙江舟山,看哭了应该挺多人。他才20岁，想活着有什么罪？看到黄毛死的的时候心抽了一下。,力荐,2018-07-03
558,惊雀,"San Salvador, El Salvador",看哭,力荐,2018-07-06
559,知念侑李,关注此人,勇哥，来了。这头发剪的挺好的。剥个橘子吃。😭😭😭,力荐,2018-07-06
560,123木头人,河北邢台,徐峥演员及导演在我心中一直是第一，看完这个电影之后，他在我心中的形象又高大了，他总能做出新的类型，引领一个电影时代的开始，他真的懂得观众们想要看什么，他的每个电影都👆，药神前半段搞笑，后半段飙泪，人最大的病是穷病。,力荐,2018-07-02
561,发福的唐吉珂徳,江苏徐州,我一个美国读书的学生说的好: “感觉被带偏了。瑞士药厂不该背锅。这是拿未来人的命救现在人的命。”,推荐,2018-07-05
562,twotwo,北京,“他才20岁，他有什么罪！”“我只是想活着，我有什么罪！”,力荐,2018-07-08
563,心理咨询师卢悦,北京,所有给差评的人，没有看到这部电影是在什么样的土壤中长出来的，一棵松树在平地上没什么了不起，了不起的是黄山松，在有限的土壤中在岩石中长出来！,力荐,2018-07-05
564,七毛,上海,王传君终于要熬出头了。,力荐,2018-06-30
565,Parsimoniae,天津,逻辑牵强，角色脸谱化。没有提出有意义的问题。恶意高评。,还行,2018-07-06
566,小川叔,北京,正义和法律都会迟来，只有良心能在当下，徐峥贡献了专业又煽情的演技，对比而言，幕后玩家是个什么鬼！大亮点出了王传君之外还有黄毛，我觉得我所有的眼泪都给他！,null,2018-07-05
567,阿南,浙江舟山,看哭了应该挺多人。他才20岁，想活着有什么罪？看到黄毛死的的时候心抽了一下。,力荐,2018-07-03
568,惊雀,"San Salvador, El Salvador",看哭,力荐,2018-07-06
569,知念侑李,关注此人,勇哥，来了。这头发剪的挺好的。剥个橘子吃。😭😭😭,力荐,2018-07-06
570,pkye,北京,让你他妈刷,很差,2018-07-04
571,lost7,北京,安利给大家～,力荐,2018-07-03
572,Ms_underwater,上海,片子挺好看的 但被奉上神坛？不至于 以及那姓张的一开始卖假药怎么没被抓起来？百思不得其解,推荐,2018-07-07
573,曼仔,北京,至少前四分之三都是好看的，到结尾有点强行升华了，病人送徐峥入狱简直有如十里长街送总理。。。但是整体的剧本和表演都相当可以。徐峥王传君和刘牧师都真好啊，周一围很克制，对他的好感有回来一点儿，谭卓太多镜头简直就是当年的郝蕾啊。。。,推荐,2018-07-06
574,车前,北京,矛头不该对准药企，但在加速倒车的现在，能上映已是不易，如果有更宽松的环境，导演是否能带来更多的惊喜。故事、节奏、细节都做得不错，几位演员很出彩，四星鼓励。,推荐,2018-07-07
575,人五,"Torino, Italy",好好看啊，吹爆这部戏！,力荐,2018-07-07
576,死鬼,上海,"中国电影的希望
我不许没有人没看过
说句脑残的话
不看不是中国人",力荐,2018-07-08
577,Minimalismer,广东广州,打三星四星的我能理解，打一星两星的，就跟抬杠和假装特立独行没区别了！,力荐,2018-07-04
578,本来老六,上海,非常令人尊敬的电影。行云流水，击掌长叹。值得大醉的电影,力荐,2018-06-19
579,蔡要要不吃药,福建厦门,活着可真的很好很好,推荐,2018-07-08
580,pkye,北京,让你他妈刷,很差,2018-07-04
581,lost7,北京,安利给大家～,力荐,2018-07-03
582,Ms_underwater,上海,片子挺好看的 但被奉上神坛？不至于 以及那姓张的一开始卖假药怎么没被抓起来？百思不得其解,推荐,2018-07-07
583,曼仔,北京,至少前四分之三都是好看的，到结尾有点强行升华了，病人送徐峥入狱简直有如十里长街送总理。。。但是整体的剧本和表演都相当可以。徐峥王传君和刘牧师都真好啊，周一围很克制，对他的好感有回来一点儿，谭卓太多镜头简直就是当年的郝蕾啊。。。,推荐,2018-07-06
584,车前,北京,矛头不该对准药企，但在加速倒车的现在，能上映已是不易，如果有更宽松的环境，导演是否能带来更多的惊喜。故事、节奏、细节都做得不错，几位演员很出彩，四星鼓励。,推荐,2018-07-07
585,人五,"Torino, Italy",好好看啊，吹爆这部戏！,力荐,2018-07-07
586,死鬼,上海,"中国电影的希望
我不许没有人没看过
说句脑残的话
不看不是中国人",力荐,2018-07-08
587,Minimalismer,广东广州,打三星四星的我能理解，打一星两星的，就跟抬杠和假装特立独行没区别了！,力荐,2018-07-04
588,本来老六,上海,非常令人尊敬的电影。行云流水，击掌长叹。值得大醉的电影,力荐,2018-06-19
589,蔡要要不吃药,福建厦门,活着可真的很好很好,推荐,2018-07-08
590,戚少商,北京,之前大概了解了电影是根据什么样的故事改编，只是没想到会以这么商业的方式展现出来。这种过于商业且略显套路的表达形式，在一定程度上消解了本片的力道，这是我觉得比较遗憾的地方。现在的评分绝对是报复性好评。。。9分并不意味着“药神”有多好，只能说近年国产院线片太差，观众也憋得太久了。,推荐,2018-07-05
591,Miss power,广东广州,只能十分。,力荐,2018-07-04
592,杨炸炸,云南大理,国产电影直面现实痛楚的太少 我不是药神太难得,力荐,2018-07-05
593,养乐多洋芋片,福建泉州,笑过，哭过。叙述着，揭露着，歌颂着，批判着。编导在尺度方面、情感角落都权衡得很好，还有一众角色都演绎得挺好，推荐。,推荐,2018-06-30
594,麻油叶,北京,良心,力荐,2018-07-05
595,而我在等你,广东深圳,"喜欢王传君这种有骨气的演员👍🏻
明天想去看
穷比病可怕",力荐,2018-07-08
596,大头绿豆,广东深圳,题材3分，前半部分3分，后半部分1分，结尾0分。高分说明讲好一个故事在现在的院线已经是多么难得的事，以及，不能把讲不圆一个好故事的锅都甩给广电总局。结尾可以好很多的。,还行,2018-07-10
597,魏晓波,湖南长沙,可能人们离现实太远了，看到一个和现实稍微沾点边的电影就全民狂欢了。。这就是一个普通的商业电影，病态的电影市场,还行,2018-07-12
598,巽,关注此人,3.5星。挺好的，高完成度、商业、套路，但是靠演技撑起了基本的质感，配角尤其好，王传君王砚辉尤其尤其好。不过对比达拉斯，王传君最后还是不够瘦啊…（只有周一围整个人兼角色都很游离，不好。,推荐,2018-07-06
599,小尾巴mori,"kobe, Japan",捧得过高了，药价高又不是只有企业的责任，这部片子还是只反应了一个面。另外拍摄地选在上海也很出戏,推荐,2018-07-07
